0494B34AEF4A80,200915A00012
04949A4AEF4A80,200915A00012
0494AE4AEF4A80,200915A00012
0495994AEF4A80,200915A00012
043DE4B2EF4A80,200915A00012
0440DEB2EF4A80,200915A00012
043E6AB2EF4A80,200915A00012
043D82B2EF4A80,200915A00012
043D91B2EF4A80,200915A00012
044038B2EF4A80,200915A00012
043F4CB2EF4A80,200915A00012
043ED6B2EF4A80,200915A00012
0495EE4AEF4A80,200915A00012
04403EB2EF4A80,200915A00012
0496FC4AEF4A80,200915A00012
043FECB2EF4A80,200915A00012
0495DF4AEF4A80,200911A00013
043E9FB2EF4A80,200911A00013
0497004AEF4A84,200911A00013
043C85B2EF4A80,200911A00013
043E78B2EF4A80,200911A00013
0440C2B2EF4A80,200911A00013
0495DA4AEF4A80,200911A00013
043F9AB2EF4A80,200911A00013
0491CC4AEF4A80,200911A00013
0493D64AEF4A80,200911A00013
043DA7B2EF4A80,200911A00013
043E4EB2EF4A80,200911A00013
044046B2EF4A80,200911A00013
043EB5B2EF4A80,200911A00013
0493C14AEF4A80,200911A00013
0498094AEF4A84,200911A00013
0494DA4AEF4A80,200911A00013
043DB6B2EF4A80,200911A00013
04928F4AEF4A80,200911A00013
044159B2EF4A80,200911A00013
043E7DB2EF4A80,200911A00013
043D6DB2EF4A80,200911A00013
0493934AEF4A80,200911A00013
043F7CB2EF4A80,200911A00013
0493D14AEF4A80,200911A00013
043F77B2EF4A80,200911A00013
0497094AEF4A84,200911A00013
04415FB2EF4A80,200911A00013
0440D8B2EF4A80,200911A00013
043FC8B2EF4A80,200911A00013
043E9AB2EF4A80,200911A00013
043C98B2EF4A80,200911A00013
04958F4AEF4A80,200911A00013
043F6FB2EF4A80,200911A00013
0494B84AEF4A80,200911A00013
0440E3B2EF4A80,201015A00017
04396FB2EF4A80,201015A00017
043471B2EF4A80,201015A00017
042F6EB2EF4A80,201015A00017
043950B2EF4A80,201015A00017
043993B2EF4A80,201015A00017
043A6BB2EF4A80,201015A00017
043974B2EF4A80,201015A00017
0438AEB2EF4A80,201015A00017
04357CB2EF4A80,201015A00017
043B5DB2EF4A80,201015A00017
042C7FB2EF4A80,201015A00017
04369DB2EF4A80,201015A00017
0436CEB2EF4A80,201015A00017
04306AB2EF4A80,201015A00017
04308FB2EF4A80,201015A00017
043198B2EF4A80,201015A00017
0438A9B2EF4A80,201015A00017
043065B2EF4A80,201015A00017
0439D0B2EF4A80,201015A00017
043358B2EF4A80,201015A00017
04325CB2EF4A80,201015A00017
0432C4B2EF4A80,201015A00017
04405BB2EF4A80,201015A00017
0433C2B2EF4A80,201015A00017
043A66B2EF4A80,201015A00017
043353B2EF4A80,201015A00017
043455B2EF4A80,201015A00017
0432A2B2EF4A80,201015A00017
04319EB2EF4A80,201015A00017
04397EB2EF4A80,201015A00017
043979B2EF4A80,201015A00017
043F34B2EF4A80,201015A00017
043A8FB2EF4A80,201015A00017
0435CAB2EF4A80,201015A00017
043A59B2EF4A80,201015A00017
043B62B2EF4A80,201015A00017
0433A6B2EF4A80,201015A00017
0433D2B2EF4A80,201015A00017
0439D5B2EF4A80,201015A00017
0435B6B2EF4A80,201015A00017
043581B2EF4A80,201015A00017
0435BCB2EF4A80,201015A00017
04345AB2EF4A80,201015A00017
0432BFB2EF4A80,201015A00017
0434C6B2EF4A80,201015A00017
042C62B2EF4A80,201015A00017
042F74B2EF4A80,201015A00017
0439C7B2EF4A80,201015A00017
043193B2EF4A80,201015A00017
04329AB2EF4A80,201015A00017
04339FB2EF4A80,201015A00017
0435B1B2EF4A80,201015A00017
043079B2EF4A80,201015A00017
04308AB2EF4A80,201015A00017
043080B2EF4A80,201015A00017
0434CDB2EF4A80,201015A00017
043955B2EF4A80,201015A00017
043A8AB2EF4A80,201015A00017
042A69B2EF4A80,201015A00017
0434D7B2EF4A80,201015A00017
043A54B2EF4A80,201015A00017
0433E2B2EF4A80,201015A00017
0435DCB2EF4A80,201015A00017
0433BCB2EF4A80,201015A00017
042C67B2EF4A80,201015A00017
0433C8B2EF4A80,201015A00017
04395AB2EF4A80,201015A00017
042A73B2EF4A80,201015A00017
0433B2B2EF4A80,201015A00017
043085B2EF4A80,201015A00017
04344FB2EF4A80,201015A00017
043847B2EF4A80,201015A00017
042B6BB2EF4A80,201015A00017
04314CB2EF4A80,201015A00017
04384CB2EF4A80,201015A00017
0433CCB2EF4A80,201015A00017
043295B2EF4A80,201015A00017
0433B7B2EF4A80,201015A00017
043AB3B2EF4A80,201015A00017
043B8CB2EF4A80,201015A00017
04335EB2EF4A80,201015A00017
043C46B2EF4A80,201015A00017
042FC7B2EF4A80,201015A00017
0439DAB2EF4A80,201015A00017
043B9CB2EF4A80,201015A00017
043577B2EF4A80,201015A00017
0433ACB2EF4A80,201015A00017
043BA1B2EF4A80,201015A00017
043161B2EF4A80,201015A00017
043C68B2EF4A80,201015A00017
043983B2EF4A80,201015A00017
043251B2EF4A80,201015A00017
043B85B2EF4A80,201015A00017
042DB7B2EF4A80,201015A00017
042C6FB2EF4A80,201015A00017
043EAAB2EF4A80,201015A00017
043B91B2EF4A80,201015A00017
043A4FB2EF4A80,201015A00017
04394BB2EF4A80,201015A00017
043369B2EF4A80,200914A00018
043272B2EF4A80,200914A00018
04358EB2EF4A80,200914A00018
0437BAB2EF4A80,200914A00018
04336EB2EF4A80,200914A00018
0494D64AEF4A80,200914A00018
0437BDB2EF4A80,200914A00018
043669B2EF4A80,200914A00018
0495A34AEF4A80,200914A00018
04328CB2EF4A80,200914A00018
042EC1B2EF4A80,200914A00018
04338AB2EF4A80,200914A00018
043371B2EF4A80,200914A00018
043484B2EF4A80,200914A00018
04318BB2EF4A80,200914A00018
042B92B2EF4A80,200914A00018
042F8CB2EF4A80,200914A00018
04358BB2EF4A80,200914A00018
043664B2EF4A80,200914A00018
042B8DB2EF4A80,200914A00018
042CA0B2EF4A80,200914A00018
0434A0B2EF4A80,200914A00018
042B97B2EF4A80,200914A00018
043691B2EF4A80,200914A00018
0433DEB2EF4A80,200914A00018
043095B2EF4A80,200914A00018
042F91B2EF4A80,200914A00018
